OBJECTNUMMER;SELECTIE;FILTER;Naam;Sportvoorziening;Locatie;Omheining;Ondergrond;Verlichting;Omschrijving;Oppervlak;Foto;COORDS;CENTERLNG1;CENTERLAT1;CENTERLNG2;CENTERLAT2;
208;"VOETBAL";"";"VOORSTEVEN";"Voetbal";"Plantsoen";"Hekwerk laag";"Onverhard";"Nee";"Voetbalveld, kleine doelen, aan 1 zijde een ballenvanger";317;"Voorsteven.jpg";"POINT(4.915482 52.410889)";4.915482;52.410889;4,915482;52,410889;
209;"VOETBAL";"";"KOOPVAARDERSPLANTSOEN";"Voetbal";"Plantsoen";"Hekwerk laag";"Gras";"Nee";"Voetbalveld, kleine doelen";369;"Koopvaardersplantsoen.jpg";"POINT(4.915244 52.405666)";4.915244;52.405666;4,915244;52,405666;
210;"VOETBAL";"";"VIERMASTERSTRAAT";"Voetbal";"Plein";"Kooi open";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";230;"Viermasterstraat.jpg";"POINT(4.911526 52.404276)";4.911526;52.404276;4,911526;52,404276;
211;"VOETBAL";"";"TREILERHOF";"Voetbal";"Plantsoen";"Ballenvangers";"Stoeptegels";"Nee";"Voetbaldoel, zitbanken naast veld";145;"Treilerhof.jpg";"POINT(4.911848 52.40718)";4.911848;52.40718;4,911848;52,40718;
212;"VOETBAL";"";"VIKINGPAD";"Voetbal";"Plantsoen";"Geen";"Gras";"Nee";"Voetbalveld, kleine doelen";1005;"Vikingpad.jpg";"POINT(4.907904 52.406338)";4.907904;52.406338;4,907904;52,406338;
213;"VOETBAL";"";"TWISKE";"Voetbal";"Speeltuin";"Hekwerk laag";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, speeltuin `t Twiske, zitbanken naast veld";246;"Twiske_1.jpg";"POINT(4.902273 52.419949)";4.902273;52.419949;4,902273;52,419949;
214;"VOETBAL";"";"LANGE VONDER";"Voetbal";"Straat";"Kooi gesloten";"Asfalt";"Nee";"Voetbalveld";276;"LangeVonder.jpg";"POINT(4.897941 52.422286)";4.897941;52.422286;4,897941;52,422286;
215;"VOETBAL";"";"ANTARUSSTRAAT";"Voetbal";"Plantsoen";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld, zitbanken naast veld";458;"Antarusstraat_1.jpg";"POINT(4.886007 52.411568)";4.886007;52.411568;4,886007;52,411568;
216;"VOETBAL";"";"OOSTZAAN";"Voetbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, speeltuin Oostzaan, combi-veld";1357;"Oostzaan.jpg";"POINT(4.886227 52.412908)";4.886227;52.412908;4,886227;52,412908;
217;"VOETBAL";"";"CASTORPLEIN";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, kleine doelen";343;"Castorplein.jpg";"POINT(4.890474 52.411667)";4.890474;52.411667;4,890474;52,411667;
218;"VOETBAL";"";"STREKKERWEG";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, kleine doelen";358;"Strekkerweg.jpg";"POINT(4.894885 52.404918)";4.894885;52.404918;4,894885;52,404918;
219;"VOETBAL";"";"VOLEWIJCK";"Voetbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, kleine doelen, veld ligt verdiept, zitbanken naast veld";533;"Volewijck.jpg";"POINT(4.907532 52.389008)";4.907532;52.389008;4,907532;52,389008;
220;"VOETBAL";"";"VARENWEG";"Voetbal";"Plantsoen";"Kooi gesloten";"Asfalt";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";331;"Varenweg_1.jpg";"POINT(4.915654 52.389203)";4.915654;52.389203;4,915654;52,389203;
221;"VOETBAL";"";"ANDOORNSTRAAT";"Voetbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld";260;"Andoornstraat.jpg";"POINT(4.915962 52.391954)";4.915962;52.391954;4,915962;52,391954;
222;"VOETBAL";"";"MOSVELD";"Voetbal";"Plantsoen";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen";302;"Mosveld.jpg";"POINT(4.914012 52.391641)";4.914012;52.391641;4,914012;52,391641;
223;"VOETBAL";"";"FLORAWEG";"Voetbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, combi-veld, zitbanken naast veldv";459;"Floraweg_1.jpg";"POINT(4.91189 52.400503)";4.91189;52.400503;4,91189;52,400503;
224;"VOETBAL";"";"FLORAWEG";"Voetbal";"Plantsoen";"Geen";"Gras";"Nee";"Voetbalveld";1842;"Floraweg_3.jpg";"POINT(4.915182 52.40039)";4.915182;52.40039;4,915182;52,40039;
225;"VOETBAL";"";"FLORAPARKBAD";"Voetbal";"Plantsoen";"Kooi gesloten";"Asfalt";"Nee";"Voetbalveld, kleine doelen, combi-veld, zitbanken naast veld";255;"Floraparkbad.jpg";"POINT(4.919547 52.398952)";4.919547;52.398952;4,919547;52,398952;
226;"VOETBAL";"";"AZALEASTRAAT";"Voetbal";"Schoolplein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbaldoel, kleine doelen, zitbanken naast veld";316;"Azaleastraat.jpg";"POINT(4.916189 52.395496)";4.916189;52.395496;4,916189;52,395496;
227;"VOETBAL";"";"WILTZANGH";"Voetbal";"Schoolplein";"Geen";"Asfalt";"Ja";"Voetbalveld met belijning, kleine doelen, zitbanken naast veld, combi-veld";403;"Wiltzangh_1.jpg";"POINT(4.840164 52.380781)";4.840164;52.380781;4,840164;52,380781;
228;"VOETBAL";"";"WILTZANGH";"Voetbal";"Schoolplein";"Ballenvangers";"Kunstgras";"Ja";"Voetbalveld met belijning, Johan Cruijff Court, 2 lange zijden laag dubbelstaafmat hekwerk, zitbanken naast veld";1272;"Wiltzangh_2.jpg";"POINT(4.839738 52.380851)";4.839738;52.380851;4,839738;52,380851;
229;"VOETBAL";"";"DE BOOM";"Voetbal";"Speeltuin";"Gedeeltelijk";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, beperkt openbaar, zitbanken naast veld";464;"DeBoom.jpg";"POINT(4.847474 52.382333)";4.847474;52.382333;4,847474;52,382333;
230;"VOETBAL";"";"HOFWIJCK";"Voetbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld met belijning";1044;"Hofwijck_1.jpg";"POINT(4.851629 52.381282)";4.851629;52.381282;4,851629;52,381282;
231;"VOETBAL";"";"ERNEST STAESPLEIN";"Voetbal";"Plein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning, veld ligt verdiept, 1 lange zijde laag dubbelstaafmat hekwerk, zitbanken naast veld";873;"ErnestStaesplein.jpg";"POINT(4.839799 52.377031)";4.839799;52.377031;4,839799;52,377031;
232;"VOETBAL";"";"NIEUW BOS EN LOMMER";"Voetbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning, 2 lange zijden laag spijlenhekwerk";1595;"NieuwBosenLommer_1.jpg";"POINT(4.852948 52.37781)";4.852948;52.37781;4,852948;52,37781;
233;"VOETBAL";"";"NIEUW BOS EN LOMMER";"Voetbal";"Speeltuin";"Kooi open";"Kunstgras";"Nee";"Voetbalveld, zitbanken naast veld";486;"NieuwBosenLommer_2.jpg";"POINT(4.85413 52.377276)";4.85413;52.377276;4,85413;52,377276;
234;"VOETBAL";"";"DE RUIJTER";"Voetbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning, veld ligt verdiept, kleine doelen, 1 lange zijde hoog dubbelstaafmat hekwerk";825;"DeRuijter_1.jpg";"POINT(4.859588 52.378945)";4.859588;52.378945;4,859588;52,378945;
235;"VOETBAL";"";"JOOS BANCKERSWEG";"Voetbal";"Sportpark";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning, kleine doelen, 1 lange zijde laag dubbelstaafmat hekwerk, combi-veld, ballenvangers (3 zijden)";383;"JoosBanckersweg_1.jpg";"POINT(4.856582 52.376038)";4.856582;52.376038;4,856582;52,376038;
236;"VOETBAL";"";"ERASMUSPARK";"Voetbal";"Park";"Geen";"Gras";"Nee";"Voetbalveld, zitbanken naast veld";6104;"Erasmuspark.jpg";"POINT(4.851029 52.375015)";4.851029;52.375015;4,851029;52,375015;
237;"VOETBAL";"";"ROBERT SCOTTSTRAAT";"Voetbal";"Schoolplein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld met belijning, zitbanken naast veld";456;"RobertScottstraat_1.jpg";"POINT(4.845834 52.373536)";4.845834;52.373536;4,845834;52,373536;
238;"VOETBAL";"";"ROBERT SCOTTSTRAAT";"Voetbal";"Schoolplein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld, combi-veld";253;"RobertScottstraat_2.jpg";"POINT(4.845744 52.373688)";4.845744;52.373688;4,845744;52,373688;
239;"VOETBAL";"";"KIJKDUINSTRAAT";"Voetbal";"Plantsoen";"Kooi open";"Onverhard";"Nee";"Voetbalveld, kleine doelen";342;"Kijkduinstraat.jpg";"POINT(4.853569 52.382406)";4.853569;52.382406;4,853569;52,382406;
240;"VOETBAL";"";"HEMONYSTRAAT";"Voetbal";"Straat";"Hekwerk laag";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";23;"Hemonystraat.jpg";"POINT(4.902863 52.35649)";4.902863;52.35649;4,902863;52,35649;
241;"VOETBAL";"";"SERVEASNOUTSSTRAAT";"Voetbal";"Plein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, zitbanken naast veld";596;"Serveasnoutsstraat_1.jpg";"POINT(4.903699 52.355271)";4.903699;52.355271;4,903699;52,355271;
242;"VOETBAL";"";"SMARAGDPLEIN";"Voetbal";"Plein";"Kooi gesloten";"Asfalt";"Nee";"Voetbalveld, combi-veld";396;"Smaragdplein.jpg";"POINT(4.905451 52.350695)";4.905451;52.350695;4,905451;52,350695;
243;"VOETBAL";"";"RONNERPLEIN";"Voetbal";"Plein";"Kooi open";"Asfalt";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";323;"HRomerplein.jpg";"POINT(4.901029 52.349697)";4.901029;52.349697;4,901029;52,349697;
244;"VOETBAL";"";"KEIJSERPLEIN";"Voetbal";"Speeltuin";"Kooi open";"Asfalt";"Ja";"Voetbalveld, combi-veld, speeltuin Henrick de Keijser, zitbanken naast veld";997;"HdeKeijserplein_1.jpg";"POINT(4.898339 52.351475)";4.898339;52.351475;4,898339;52,351475;
245;"VOETBAL";"";"ANSINGHSTRAAT";"Voetbal";"Straat";"Kooi open";"Stoeptegels";"Nee";"Voetbalveld";180;"LAnsinghstraat.jpg";"POINT(4.894543 52.34967)";4.894543;52.34967;4,894543;52,34967;
246;"VOETBAL";"";"EERSTE JANSTEENSTRAAT";"Voetbal";"Plein";"Kooi gesloten";"Asfalt";"Nee";"Voetbalveld";239;"EJansteenstraat.jpg";"POINT(4.888376 52.353824)";4.888376;52.353824;4,888376;52,353824;
247;"VOETBAL";"";"OBRECHTPLEIN";"Voetbal";"Schoolplein";"Hekwerk";"Asfalt";"Nee";"Voetbalveld";346;"JObrechtplein_1.jpg";"POINT(4.878233 52.35254)";4.878233;52.35254;4,878233;52,35254;
248;"VOETBAL";"";"BOCKESPRONG";"Voetbal";"Speeltuin";"Geen";"Asfalt";"Nee";"Voetbalveld, combi-veld";1502;"Bockesprong_1.jpg";"POINT(4.847188 52.355117)";4.847188;52.355117;4,847188;52,355117;
249;"VOETBAL";"";"ARGONAUTENSTRAAT";"Voetbal";"Speeltuin";"Hekwerk";"Asfalt";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";1690;"Olympia_3.jpg";"POINT(4.861841 52.34367)";4.861841;52.34367;4,861841;52,34367;
250;"VOETBAL";"";"ARGONAUTENSTRAAT";"Voetbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, zitbanken naast veld";796;"Olympia_1.jpg";"POINT(4.861577 52.343642)";4.861577;52.343642;4,861577;52,343642;
251;"VOETBAL";"";"KERKENPLEIN";"Voetbal";"Plantsoen";"Kooi open";"Stoeptegels";"Nee";"Voetbalveld";388;"Kerkenplein.jpg";"POINT(4.865346 52.345079)";4.865346;52.345079;4,865346;52,345079;
252;"VOETBAL";"";"OLYMPIAPLEIN";"Voetbal";"Plein";"Kooi open";"Asfalt";"Ja";"Voetbalveld, zitbanken naast veld";468;"Olympiaplein_1.jpg";"POINT(4.866367 52.346899)";4.866367;52.346899;4,866367;52,346899;
253;"VOETBAL";"";"OLYMPIAPLEIN";"Voetbal";"Plein";"Kooi open";"Asfalt";"Ja";"Voetbalveld, kleine doelen, zitbanken naast veld";101;"Olympiaplein_3.jpg";"POINT(4.86726 52.347064)";4.86726;52.347064;4,86726;52,347064;
254;"VOETBAL";"";"OLYMPIAPLEIN";"Voetbal";"Plein";"Kooi open";"Asfalt";"Ja";"Voetbalveld, kleine doelen, zitbanken naast veld";111;"Olympiaplein_3.jpg";"POINT(4.867275 52.347001)";4.867275;52.347001;4,867275;52,347001;
255;"VOETBAL";"";"HYGIEAPLEIN";"Voetbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";468;"Hygieaplein_1.jpg";"POINT(4.863399 52.347155)";4.863399;52.347155;4,863399;52,347155;
256;"VOETBAL";"";"HYGIEAPLEIN";"Voetbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, kleine doelen, combi-veld, zitbanken naast veld";403;"Hygieaplein_2.jpg";"POINT(4.863152 52.34692)";4.863152;52.34692;4,863152;52,34692;
257;"VOETBAL";"";"PARAMARIBOPLEIN";"Voetbal";"Plein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld, zitbanken naast veld";250;"Paramariboplein.jpg";"POINT(4.854809 52.359771)";4.854809;52.359771;4,854809;52,359771;
258;"VOETBAL";"";"CORANTIJNSTRAAT";"Voetbal";"Schoolplein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";155;"Corantijnstraat_2.jpg";"POINT(4.852597 52.361838)";4.852597;52.361838;4,852597;52,361838;
259;"VOETBAL";"";"MIDDELLANDSTRAAT";"Voetbal";"Straat";"Geen";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";281;"vMiddellandstraat_2.jpg";"POINT(4.850568 52.364579)";4.850568;52.364579;4,850568;52,364579;
260;"VOETBAL";"";"MERCATOR";"Voetbal";"Speeltuin";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning";617;"Mercator_2.jpg";"POINT(4.846508 52.370043)";4.846508;52.370043;4,846508;52,370043;
261;"VOETBAL";"";"JAN MAIJENSTRAAT";"Voetbal";"Plein";"Geen";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";252;"JanMaijenstraat.jpg";"POINT(4.852104 52.371138)";4.852104;52.371138;4,852104;52,371138;
262;"VOETBAL";"";"VANCOUVERSTRAAT";"Voetbal";"Plein";"Geen";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";215;"Vancouverstraat.jpg";"POINT(4.855073 52.373308)";4.855073;52.373308;4,855073;52,373308;
263;"VOETBAL";"";"PIETER VAN DE DOESSTRAAT";"Voetbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld, zitbanken naast veld";327;"PvdDoesstraat.jpg";"POINT(4.85793 52.372656)";4.85793;52.372656;4,85793;52,372656;
264;"VOETBAL";"";"REINIER CLAESZENPLEIN";"Voetbal";"Plantsoen";"Geen";"Stoeptegels";"Nee";"Voetbalveld, kleine doelen, zitbanken naast veld";93;"RClaeszenplein.jpg";"POINT(4.861214 52.374324)";4.861214;52.374324;4,861214;52,374324;
265;"VOETBAL";"";"COLUMBUSPLEIN";"Voetbal";"Speeltuin";"Ballenvangers";"Asfalt";"Ja";"Voetbalveld met belijning, zitbanken naast veld";621;"Columbusplein_1.jpg";"POINT(4.855127 52.366388)";4.855127;52.366388;4,855127;52,366388;
266;"VOETBAL";"";"BALBOAPLEIN";"Voetbal";"Plein";"Ballenvangers";"Asfalt";"Ja";"Voetbalveld met belijning, zitbanken naast veld";795;"Balboaplein_1.jpg";"POINT(4.855659 52.368511)";4.855659;52.368511;4,855659;52,368511;
267;"VOETBAL";"";"BALBOAPLEIN";"Voetbal";"Plein";"Geen";"Asfalt";"Nee";"Voetbalveld met belijning, kleine doelen, zitbanken naast veld";362;"Balboaplein_2.jpg";"POINT(4.855494 52.36878)";4.855494;52.36878;4,855494;52,36878;
268;"VOETBAL";"";"KIERKEGAARDSTRAAT";"Voetbal";"Plantsoen";"Ballenvangers";"Gras";"Nee";"Voetbalveld";603;"Kierkegaardstraat.jpg";"POINT(4.80919 52.376239)";4.80919;52.376239;4,80919;52,376239;
269;"VOETBAL";"";"EENDRACHTSPARK";"Voetbal";"Park";"Ballenvangers";"Asfalt";"Ja";"Voetbalveld";917;"Eendrachtspark_3.jpg";"POINT(4.807643 52.377786)";4.807643;52.377786;4,807643;52,377786;
270;"VOETBAL";"";"LOUTERPAD";"Voetbal";"Plantsoen";"Geen";"Gras";"Nee";"Voetbalveld";1080;"JdeLouterpad.jpg";"POINT(4.815288 52.379396)";4.815288;52.379396;4,815288;52,379396;
271;"VOETBAL";"";"HASSELAARSSTRAAT";"Voetbal";"Plein";"Ballenvangers";"Kunstgras";"Nee";"Voetbalveld, zitbanken naast veld";268;"KSHasselaarstraat_2.jpg";"POINT(4.803412 52.381235)";4.803412;52.381235;4,803412;52,381235;
272;"VOETBAL";"";"CORNELIS";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning, combi-veld, kleine doelen, zitbanken naast veld";372;"Cornelis.jpg";"POINT(4.794983 52.38113)";4.794983;52.38113;4,794983;52,38113;
273;"VOETBAL";"";"PARK DE KUIL";"Voetbal";"Park";"Geen";"Gras";"Nee";"Voetbalveld, zitbanken naast veld";3162;"ParkdeKuil.jpg";"POINT(4.789368 52.377093)";4.789368;52.377093;4,789368;52,377093;
274;"VOETBAL";"";"BORGESIUSSTRAAT";"Voetbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbaldoel";146;"GBorgesiusstraat.jpg";"POINT(4.798866 52.377347)";4.798866;52.377347;4,798866;52,377347;
275;"VOETBAL";"";"KLERKHOF";"Voetbal";"Schoolplein";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning, combi-veld, zitbanken naast veld";1525;"MdeKlerkhof_1.jpg";"POINT(4.79719 52.376413)";4.79719;52.376413;4,79719;52,376413;
276;"VOETBAL";"";"CONFUCIUSPLEIN";"Voetbal";"Plein";"Kooi open";"Stoeptegels";"Nee";"Voetbalveld, combi-veld";305;"Confuciusplein.jpg";"POINT(4.812385 52.374502)";4.812385;52.374502;4,812385;52,374502;
277;"VOETBAL";"";"CRAMERGRACHT";"Voetbal";"Plantsoen";"Geen";"Asfalt";"Nee";"Voetbalveld, combi-veld";1137;"BurgCramergracht_1.jpg";"POINT(4.835425 52.375708)";4.835425;52.375708;4,835425;52,375708;
278;"VOETBAL";"";"GERBRANDYPARK";"Voetbal";"Park";"Geen";"Gras";"Nee";"Voetbalveld";739;"Gerbrandypark_1.jpg";"POINT(4.827155 52.378167)";4.827155;52.378167;4,827155;52,378167;
279;"VOETBAL";"";"GERBRANDYPARK";"Voetbal";"Park";"Geen";"Gras";"Nee";"Voetbalveld";3330;"Gerbrandypark_2.jpg";"POINT(4.833508 52.377487)";4.833508;52.377487;4,833508;52,377487;
280;"VOETBAL";"";"SLOTERMEER";"Voetbal";"Speeltuin";"Hekwerk laag";"Asfalt";"Nee";"Voetbalveld, combi-veld, kleine doelen, speeltuin Slotermeer";819;"Slotermeer_2.jpg";"POINT(4.825743 52.381846)";4.825743;52.381846;4,825743;52,381846;
281;"VOETBAL";"";"VOSSTRAAT";"Voetbal";"Plantsoen";"Ballenvangers";"Gras";"Nee";"Voetbalveld";1281;"DVosstraat.jpg";"POINT(4.823165 52.382445)";4.823165;52.382445;4,823165;52,382445;
282;"VOETBAL";"";"ZWANENBURGHOF";"Voetbal";"Plein";"Ballenvangers";"Stoeptegels";"Nee";"Voetbalveld, zitbanken naast veld";418;"JZwanenburghof.jpg";"POINT(4.819887 52.382663)";4.819887;52.382663;4,819887;52,382663;
283;"VOETBAL";"";"SLOTERMEERLAAN";"Voetbal";"Schoolplein";"Hekwerk laag";"Stoeptegels";"Nee";"Voetbaldoel, klein doel";276;"Slotermeerlaan.jpg";"POINT(4.822328 52.383573)";4.822328;52.383573;4,822328;52,383573;
284;"VOETBAL";"";"MONTESSORI";"Voetbal";"Schoolplein";"Kooi open";"Stoeptegels";"Nee";"Voetbalveld, zitbanken naast veld";295;"Montessori.jpg";"POINT(4.803195 52.354154)";4.803195;52.354154;4,803195;52,354154;
285;"VOETBAL";"";"BRAILLEHOF";"Voetbal";"Plantsoen";"Ballenvangers";"Asfalt";"Nee";"Voetbalveld met belijning, zitbanken naast veld";512;"Braillehof.jpg";"POINT(4.803723 52.356394)";4.803723;52.356394;4,803723;52,356394;
286;"VOETBAL";"";"HANENBERGSTRAAT";"Voetbal";"Plantsoen";"Hekwerk";"Stoeptegels";"Nee";"Voetbaldoel, combi-veld";194;"Hanenbergstraat_1.jpg";"POINT(4.800389 52.358804)";4.800389;52.358804;4,800389;52,358804;
